x,y,xc,x2,yc
5.319066214663417,-0.9768852972793394,,-0.656904380776285,False
1.1887043029614068,0.986556444067187,level_1.0,-0.7060318168956854,True
-3.875282814915932,0.7626633414293496,level_1.0,1.4633639250235855,True
-4.895519732194267,1.0086509569958095,level_1.0,0.5540645748940053,True
-7.746814679119928,-0.9841131093149811,,-0.27103058898768756,False
-6.034141224329669,0.398302991802453,level_0.5,1.9382649833880055,False
2.2250411626754762,0.6941901164074568,level_0.5,0.3512366687166721,True
-0.8654310385656261,-0.8060239801478198,,-2.1821529243597944,False
7.4447359449163955,1.0897337884285545,level_1.0,0.1259742624041264,True
-3.9626024660654675,0.6360122053260389,level_0.5,1.3186861310597253,True
9.194985496406865,0.44260151096744105,level_0.5,-1.1406798617906537,False
-2.1968106236001006,-0.8204255743785492,,1.152648284323287,False
5.800015841212237,-0.5735493701180143,level_-0.5,0.4325342404270315,False
-2.885467264274151,-0.3036790585264306,level_-0.5,-0.7083340111869034,False
-5.15522199195948,0.777709129986288,level_1.0,-1.4569246000004252,True
-4.194427227895465,0.8988558201785808,level_1.0,1.8091449153189896,True
1.5846703126447224,1.0227694150088928,level_1.0,1.1638950854361105,True
1.7662699057673594,1.0057109045640642,level_1.0,0.3145357824779753,True
7.578615220463912,0.9803028806698298,level_1.0,-1.612693431663129,True
-1.8892511260256664,-0.9511367399163139,,-0.4345981710796522,False
-5.4633977344545475,0.8382375159032409,level_1.0,-0.3380247960377964,True
-3.2417126032886996,0.009095653621717478,level_0.0,-1.314446370460495,False
7.399927473108946,1.0462796481852528,level_1.0,0.7207510558816473,True
-10.526503467164058,1.0045724052633613,level_1.0,-1.0304731048142441,True
1.143474445512638,0.9309702642657488,level_1.0,-0.17841357034392344,True
1.8031441800528938,0.9915126647975048,level_1.0,0.9998395106833363,True
-7.199432637620221,-0.59406322700732,level_-0.5,0.9817697704020089,False
-3.3135288538999648,0.24282408185061558,level_0.0,0.2171871785008184,False
-3.308186092363311,-0.02458917600609592,level_-0.0,0.0916445686969179,False
-2.979984900219642,-0.36728927281852086,level_-0.5,-2.38455971182645,False
0.26097526931078874,0.25064955296771174,level_0.5,-1.0757067175439916,False
-7.766634152068913,-1.0197995906400235,,0.409439158878553,False
8.271288775809166,0.9184493619471042,level_1.0,0.9411018970633663,True
3.284293410550618,-0.19700726375900726,level_-0.0,-0.8796370363859364,False
-2.692829713577673,-0.3483240717959671,level_-0.5,0.18064513545954855,False
-4.984238896464933,1.0461605051435747,level_1.0,1.1417535689398175,True
-8.660634784584179,-0.6338029486931503,level_-0.5,0.7550047515571776,False
-8.300866904479667,-0.8604026271144114,,-1.4416892924144784,False
1.1754139227928673,0.8892804360766082,level_1.0,-0.3842879142024998,True
0.5757724358907289,0.5995170559574129,level_0.5,1.0510647520997298,True
-12.796922607408227,-0.2223155622264252,level_-0.0,-1.0790853070572421,False
-1.1666022771602704,-0.8549373942972025,,0.11338275475041235,False
2.965837089350203,0.2423254443919023,level_0.0,-0.06705475676252966,False
7.358552514643844,0.9245498787805015,level_1.0,0.9999845692746582,True
-1.1711947895218155,-1.0234711510032508,,0.8637925911298411,False
-0.4222951725478028,-0.5369166739579664,level_-0.5,-0.7987911547459398,False
1.3167381720007287,1.0150707613635401,level_1.0,1.0606797485494526,True
-2.58460401079644,-0.5180064365763279,level_-0.5,0.9483106748603874,False
5.41250871146124,-0.6970333904734392,level_-0.5,-0.5234345786956716,False
-3.4445702992913847,0.1531629069858495,level_0.0,0.4338156885385096,False
-5.286325658482874,0.7644245063913793,level_1.0,0.3263689881786348,True
2.3893987254211106,0.6146991263236772,level_0.5,-0.966118970978235,True
-3.461880308903354,0.2584807016698403,level_0.5,-0.022499269775101024,False
-3.8878692486025246,0.5438821673967332,level_0.5,-0.7106579304483832,True
1.0577440365967714,0.7158796430558196,level_0.5,0.5011084460595104,True
-1.3796368281807898,-1.0078368131877231,,-0.9936486082438227,False
-1.0312257453570792,-0.7543320874674,,0.8177261229880457,False
-2.647440866409414,-0.6819086922015067,level_-0.5,0.6359389203923705,False
-1.8615611878420504,-1.0933542329060673,,0.009152994365628782,False
-9.204020213216952,-0.2839234568949591,level_-0.5,0.4190127835362808,False
1.4485381208196322,0.9880941560897605,level_1.0,0.3155922576725235,True
-6.763289702044365,-0.5407225129532913,level_-0.5,1.6277000278900073,False
0.5087096213020411,0.3171607385643993,level_0.5,-0.9346940641485675,False
1.5986718663444768,0.9230879471799501,level_1.0,-2.4317468142369143,True
-1.2043962820209138,-0.9357999593073736,,0.16308026064945413,False
1.8101458625980875,1.1468490411212753,level_1.0,-1.5765022371533175,True
0.3655758319280434,0.04482124685651312,level_0.0,1.7366439612948397,False
-3.0307577143077236,0.05751712666212665,level_0.0,-1.4506755401749303,False
0.39510486834765907,0.38209679254054585,level_0.5,0.35518333530469615,False
8.143471564467047,0.8393111678233388,level_1.0,-0.5732176436218342,True
1.7144851677359445,0.876073282940699,level_1.0,0.4054223426070396,True
0.7449916152188274,0.8064888456536514,level_1.0,-0.7544002184345605,True
-3.0673267869603293,-0.20528825516670074,level_-0.0,-0.6156594634803725,False
-5.24444488494225,0.811332117083079,level_1.0,-1.582327103274008,True
-0.7397245379595938,-0.7605706033483017,,-0.2838998629134999,False
4.371053513151174,-0.8275413700238305,,-0.9056543021909472,False
-4.633370276522108,1.0630389452160922,level_1.0,1.1348332370577632,True
1.4871089587803579,1.046484089524705,level_1.0,-1.3550712579023703,True
-6.743263406721944,-0.6616457197758182,level_-0.5,-0.4507936524334187,False
12.97782620556368,0.4957122935778601,level_0.5,-0.5498135403140505,False
-1.9859880240171779,-0.9297121695851691,,0.1291781011008996,False
-1.7451622447005641,-1.0180606459077948,,-0.48396934219371646,False
5.413685594688774,-0.8064356542975953,,-2.6543039022096533,False
-0.33588508020140573,-0.36493302350654844,level_-0.5,-1.5319039703383475,False
6.299518911568177,-0.04649407175889998,level_-0.0,-0.49542972195114593,False
4.9926556538541345,-0.7512728791840769,,-0.05730800676794213,False
6.660033864191593,0.35224464813669853,level_0.5,-0.3186477642935441,False
-10.705121814881872,1.1369024439970934,level_1.0,-0.47079692865504397,True
1.4413419530421343,0.835323389629514,level_1.0,0.8601425934217591,True
-4.747369569283697,0.950542302488373,level_1.0,0.4926447507279309,True
-2.4374583004540304,-0.659916983227671,level_-0.5,0.4922169434691041,False
0.22494021027152328,0.3027072490289088,level_0.5,-0.9052916040501113,False
-11.233155359758765,0.9733783996020853,level_1.0,0.4402733357396547,True
5.719996717651915,-0.5682408205253499,level_-0.5,1.3957799548276464,False
11.523535037053081,-0.8614545115536593,,0.15744350013013597,False
8.511316685441587,0.9107974508632776,level_1.0,0.11319388362207754,True
-1.2208120527586956,-0.8056649975306811,,-0.02629421624755883,False
1.8673972467084712,1.0649029456516361,level_1.0,0.5167665577875395,True
6.797131098011413,0.5033317973287272,level_0.5,-0.7403753434130906,True
-2.4418766707990307,-0.7199152835621531,level_-0.5,-0.6579952421799224,False
1.5344012344013018,1.029708121242924,level_1.0,-1.1014765178786663,True
-6.03253369336758,0.15492026192596825,level_0.0,1.2754452183905676,False
-12.528457891854769,-0.007982768113409366,level_-0.0,0.580959924463938,False
-6.644451677620391,-0.1755195020699122,level_-0.0,-0.7837395305236133,False
-2.4167778249399854,-0.6879064533535587,level_-0.5,-1.6995460898938979,False
4.637788353574177,-0.9446904565837754,,1.0001463450379462,False
-4.237234031171514,0.8330644221595656,level_1.0,-0.007751522143211062,True
1.9196539954719563,1.1454827159303065,level_1.0,2.1062257884332074,True
-2.1847296159614014,-0.879013383323185,,-1.7431139354765244,False
2.2099809922851112,0.7950948469870271,level_1.0,1.06211295412559,True
9.791398595261175,-0.48059800656359486,level_-0.5,0.19298595854450099,False
1.3076639973854736,1.0104210503274875,level_1.0,0.47668292643998905,True
-8.74140003278904,-0.7591767524360805,,-0.15182628300112105,False
8.119056770859233,1.1109283787945137,level_1.0,-0.8224653260567246,True
4.034547583459433,-0.8347550000518729,,0.12195162929924144,False
-6.87075816679835,-0.5871638018282156,level_-0.5,0.4598275175235618,False
-3.3712363019220977,0.11978516644897762,level_0.0,2.1984337694670133,False
9.12256892328955,0.3602686245875614,level_0.5,0.7642980774043844,False
-0.37146184853248776,-0.3465638793503019,level_-0.5,0.3949080652160639,False
2.1729337537290068,0.9537704732499139,level_1.0,-1.2743751574914655,True
-1.2827100550987516,-0.9402567378758941,,0.11547973588904335,False
7.852598412745389,1.2039361665600739,level_1.0,-0.13302949177410853,True
3.286662495272002,-0.06857719315800624,level_-0.0,0.976573533407779,False
0.19116365476718286,0.012266035843588124,level_0.0,-1.3443531284415513,False
0.1883938411491516,0.05706438610015474,level_0.0,-0.4825681951291441,False
3.917385726596901,-0.6426733619334395,level_-0.5,-0.7875960439914134,False
2.6073767795306053,0.4330555175744179,level_0.5,0.39619835734722614,False
2.6717004458612594,0.5004624596045881,level_0.5,-0.9882458405603558,True
-5.455694230831421,0.7452437435662738,level_0.5,-1.5537869136431086,True
-9.343816025098764,0.01618064192834137,level_0.0,-1.4746033606191093,False
-5.1381198639872725,0.6022386855592834,level_0.5,-0.7729459870797795,True
0.48910328522886687,0.4269448397236508,level_0.5,-0.235448655162949,False
-3.169264944036352,0.1250602409240007,level_0.0,-0.8480256636603554,False
-0.23879427336526451,-0.3230501938982589,level_-0.5,0.22629791132895336,False
-1.3619669875750713,-0.8382100884207945,,0.8969960461929982,False
6.132880641459817,-0.3393670982029111,level_-0.5,-0.154381070695429,False
4.0851861594416174,-0.8037552401906827,,-0.44685530045013017,False
-5.221783875071936,1.0326426758541791,level_1.0,0.03137355737882974,True
3.09969580950227,-0.015245734387545028,level_-0.0,-1.4645713083418943,False
10.57314654999229,-0.9465215574202117,,-0.0034335725462544477,False
0.2979208528173221,0.404885419921317,level_0.5,-0.11704778919077127,False
3.2335130715149267,-0.27640337652776326,level_-0.5,1.0425583152806313,False
1.5440126039109416,1.1047773198596826,level_1.0,-0.712951728115662,True
-12.971925472242233,-0.3199103797594285,level_-0.5,0.145662543573738,False
2.239486173835837,0.7878876136320903,level_1.0,-0.0655685642888939,True
-1.1879827626390855,-0.9519284729885368,,0.5270702119740764,False
9.79328631258953,-0.27144445579591464,level_-0.5,0.5048091369460944,False
-3.8913480352160654,0.751777430308636,level_1.0,-1.0481700852803646,True
6.292186210101152,-0.09361563503405237,level_-0.0,0.8300013311719153,False
-0.9129315027196965,-0.8294425920339782,,-2.0498379982221078,False
-2.6381541136551596,-0.3611097869097024,level_-0.5,1.0948643000211424,False
-0.09435153447642058,0.027054516130438813,level_0.0,-0.17862828495459385,False
11.329977962169682,-0.9292093708312505,,1.7938932897290545,False
-0.978096403786785,-0.9622184028349678,,1.0536680238049285,False
-6.930516487537794,-0.673822605064757,level_-0.5,-0.3561449127492953,False
8.426908764650221,0.8931601841589301,level_1.0,0.7824110973784769,True
-3.1619041706881683,-0.19794038456562826,level_-0.0,1.3525592689726724,False
0.3186180257011992,0.23696610050600742,level_0.0,0.31018921518412185,False
-2.601435697237589,-0.5406263024301708,level_-0.5,0.7532960934064109,False
1.912126549395545,1.0494892103839628,level_1.0,-0.4796167989275307,True
5.2908425214071535,-0.8517370710446819,,0.5678064644442058,False
0.180485284388251,0.15603767133496543,level_0.0,-1.6437165692032019,False
4.237218124408095,-0.8312857299846659,,0.9331595693206911,False
1.9998536878256512,0.8601592971014788,level_1.0,1.1912050939704417,True
-0.2525860086989916,-0.27786151058535213,level_-0.5,-0.47631849946352356,False
6.805024090371173,0.2953254104816557,level_0.5,0.9599611554626685,False
-2.086548390726551,-0.599976319508203,level_-0.5,0.8756434814282631,False
-1.1334798529438048,-0.8605702040494647,,-0.371960996804899,False
3.4686066516671414,-0.47994472048639025,level_-0.5,-1.433834705176396,False
-9.600705759714565,0.11735415308388235,level_0.0,-0.05561235080120509,False
2.8859311182573237,0.11437370665662866,level_0.0,1.1280590211412895,False
3.954838438508573,-0.7048559764473481,level_-0.5,0.4609687793888738,False
3.260253978078926,-0.05547075702407206,level_-0.0,-0.30647791358183896,False
-3.287861871598499,0.08032416381277033,level_0.0,-0.48686362523716237,False
-0.40937168696602,-0.4813785662413881,level_-0.5,-0.05197120230473379,False
2.8671801643418076,0.2991367637931969,level_0.5,-1.0294571593938213,False
0.8084486965988557,0.5844483770275783,level_0.5,0.6962757547247531,True
5.173151996691358,-0.9398855862729151,,-1.0949825805656626,False
3.515953674750465,-0.28271605624369167,level_-0.5,-1.5631300653891318,False
5.516367359445175,-0.720029733416671,level_-0.5,1.0167156791992675,False
-0.21827678640180437,-0.2462357331984753,level_-0.0,0.28377214139222456,False
2.8274466622081693,0.17032013848838123,level_0.0,0.004327565687630127,False
-3.888344065875921,0.8246911951040086,level_1.0,0.36807204589741044,True
-2.917942928859356,-0.0616534807422994,level_-0.0,2.6038587620134472,False
-2.6083501364057424,-0.2799312343197007,level_-0.5,1.3752149710635566,False
6.444007527686867,0.23244340581902662,level_0.0,0.3828654461993092,False
4.623514636821287,-1.0687061707809173,,0.9790487369443099,False
-3.468219558445473,0.3513602994247556,level_0.5,1.4891053210319192,False
-4.450998142808577,1.1050412992700405,level_1.0,0.21147086763512626,True
-0.9119523936715818,-0.6217654445380097,level_-0.5,-1.3619075643676593,False
-3.404793896900867,0.38496196584698067,level_0.5,-0.8756416849409367,False
6.476877685068515,0.13935150244154526,level_0.0,2.0867348369628265,False
0.9266557112961676,0.8193404777643073,level_1.0,1.1665088997465094,True
-0.471484648251164,-0.5666174067139097,level_-0.5,-0.6160090646584852,False
1.634986118430399,1.0688308214590754,level_1.0,-0.8202146506742091,True
-1.3966998490436724,-1.0432327773686396,,0.47379268208074715,False
-10.81639325956139,0.9741152189845971,level_1.0,-1.0884315057755962,True
1.739351983335323,1.1289166029933575,level_1.0,-1.2344058537266565,True
-6.748492612662575,-0.33171009316287225,level_-0.5,-0.870385579640824,False
3.3069763721910315,0.12818557204567765,level_0.0,-0.33540692003873607,False
2.077842062458046,0.8661807712645873,level_1.0,-0.9806790207737778,True
6.357101633980307,-0.07999531952950402,level_-0.0,-0.032877082905847475,False
0.3293293341595848,0.39718486313058665,level_0.5,-0.4910384313162402,False
4.977522326051894,-1.1960425499124163,,-0.9000789453569086,False
-3.006581822013878,-0.1778557330234175,level_-0.0,1.290625553301851,False
0.8392827752918788,0.6826884886919486,level_0.5,0.07369554770781865,True
-6.275101471095359,-0.013961236095950664,level_-0.0,0.39814518629545687,False
3.535760088835362,-0.25881624081759524,level_-0.5,0.293163721637244,False
3.4322540029823996,-0.26087733038808014,level_-0.5,1.1829975802752544,False
8.053216387222271,0.8918031938368602,level_1.0,-0.22571690516403028,True
2.1697824440851603,0.7166138845876336,level_0.5,0.6479728520233653,True
2.0054179821957927,0.7912032109933327,level_1.0,0.24664735433892493,True
-1.7247306400351545,-0.9071594282444891,,0.005417333211862676,False
4.40240348374793,-1.0828898793526431,,-0.07167820366878892,False
-4.871084297433078,1.0946108019268503,level_1.0,0.3501790237933595,True
-1.5229308854393713,-1.0966444956962706,,-1.042928626087086,False
-0.4189056381778531,-0.5120383232494075,level_-0.5,0.3481798661581091,False
-8.232186585131036,-0.6555919991991059,level_-0.5,0.7876076135810526,False
0.7621816142773361,0.7763228715471755,level_1.0,0.7456870519905465,True
-8.406805802410567,-0.9615515139051314,,0.08519772098558694,False
5.071998755524509,-1.070853565855917,,0.20862488483202757,False
4.899972847986892,-0.773333543350344,,-0.6792403871260452,False
4.169091034012587,-0.8507390936452917,,-0.9834388701180705,False
-7.571366974071441,-0.9020961288455945,,-0.5428854415401974,False
-4.230257827837232,1.0259588907547377,level_1.0,0.7716652195624808,True
-1.1863984144548527,-0.8492467801958059,,-1.3118595163344229,False
-5.157700597919748,1.0444329159255537,level_1.0,-1.5637819991545376,True
-2.947378875895168,0.01272992776233206,level_0.0,-0.01521807586519592,False
3.9156990208807114,-0.6081173065484191,level_-0.5,0.6367406934935109,False
-1.483302208572887,-0.9568361380294534,,0.6267094563785357,False
1.7738769521119888,1.1656506478290183,level_1.0,2.4966712615199924,True
1.499867490969743,0.9917509195986781,level_1.0,1.3023358711335487,True
1.2227245322757068,0.9975008409025381,level_1.0,-0.46120354228586885,True
2.4254380436378193,0.6351322549000749,level_0.5,1.7849409709386879,True
-1.6600524204973426,-1.0861111895562097,,-1.0427960179517253,False
-2.1163189149058463,-0.7450135519309982,level_-0.5,0.5456858361717778,False
6.384776249948181,0.008982816756821874,level_0.0,-0.14306484714746925,False
-3.8774072661098398,0.6285886401709193,level_0.5,-0.8985956551359919,True
-4.06743559762545,0.8254208567088507,level_1.0,0.7976958088369144,True
-1.7109808341911028,-0.7561970149545119,,0.2615868769563991,False
0.3783872481203037,0.27541375500503007,level_0.5,-0.5021389859166274,False
4.428679519636711,-0.854561244336672,,-0.43759312556356356,False
3.4408401645940447,-0.2138360580002573,level_-0.0,0.957756738194119,False
-4.343974976449703,0.8698067224556706,level_1.0,0.43832458030558946,True
6.861740571329269,0.47225671945880804,level_0.5,-0.8788177440545164,False
-4.329435552851342,0.835422897744315,level_1.0,0.5382522205851532,True
-4.0717998942790175,0.8362118925961317,level_1.0,0.28175561553477035,True
-1.913866583576388,-1.0595246083459025,,-0.42891838696267637,False
9.539592836490081,-0.0553918716736019,level_-0.0,0.15044291037385454,False
-8.19565970839189,-0.9606840601772262,,-0.5865558075155813,False
-10.145891796272029,0.38825093916012937,level_0.5,-1.3301817555346005,False
-6.226791735268364,0.002838918006561969,level_0.0,-0.5666891986737447,False
9.004018385168447,0.4489657936750733,level_0.5,0.5432313348944102,False
-2.8885246316890063,-0.2758646200850406,level_-0.5,0.11886394531748562,False
2.1500627846974605,0.8016638977863966,level_1.0,-0.7362500704927007,True
2.4306291046278408,0.5330206930963924,level_0.5,0.8691393731223082,True
0.3044820434991213,0.3506678052949178,level_0.5,-0.2650337136094645,False
3.5289795499097094,-0.37803428552014345,level_-0.5,0.47413339790765935,False
-5.151419110065271,0.9295747501870207,level_1.0,-0.8549386294373971,True
0.47025922014016364,0.5193599366810273,level_0.5,1.2107476747580121,True
5.095336695412962,-0.8438995736230585,,-0.04740866204837969,False
6.715035703710157,0.6137184978590129,level_0.5,-1.0783184113697288,True
-2.183104248876429,-0.8125085569590192,,-3.9405720110775735,False
11.729086489448733,-0.6120413342621767,level_-0.5,0.0433674228367252,False
-6.515320850502773,-0.44916779396619444,level_-0.5,-0.4459444634477129,False
-5.647851361382409,0.6148271951833049,level_0.5,0.24998166332881136,True
1.4697017034531934,0.9023474312562404,level_1.0,0.6763915263254033,True
0.8031716041712023,0.5943125568437269,level_0.5,0.279406480962026,True
-0.7401316878125779,-0.653095666124671,level_-0.5,0.5419394388779596,False
1.564219520499818,0.9910775878975783,level_1.0,-0.9384688129654142,True
-0.1418993552127495,-0.16536135999632443,level_-0.0,-0.6643088895801428,False
-2.650644954787448,-0.5492952630680392,level_-0.5,-0.9462442934782296,False
4.690595617314324,-0.9115004036982769,,-0.8111378605664312,False
7.210570740977685,0.8266388141826877,level_1.0,0.18043729448564375,True
8.768167100479253,0.5893732196223548,level_0.5,0.5141200279038992,True
-1.8229097672306454,-0.8855944606767663,,-0.5795344157939983,False
7.945808924023127,1.021195858983217,level_1.0,-0.907385681330364,True
1.858412475221432,1.0857952209172943,level_1.0,2.1067746321408025,True
1.234662618018706,0.8733258297978833,level_1.0,-0.1539871652007668,True
8.174864089106343,1.1738156164890483,level_1.0,0.0015285843118788924,True
-2.969542896648802,-0.09868572527809151,level_-0.0,0.3264273045050498,False
-8.509583349563368,-0.7517950943085981,,0.7020215206751991,False
5.251017729102518,-0.7341608317973275,level_-0.5,-0.40018133673916667,False
3.8984591811254643,-0.5980515408479752,level_-0.5,-0.07858693404693917,False
4.033549653725924,-0.8918983906351612,,0.40059681465092345,False
0.20149400470686618,0.33835796956196906,level_0.5,-0.2838557211721069,False
-5.858150720761337,0.5376492391445988,level_0.5,-1.022686196690098,True
-9.45225289101576,-0.18542649502882425,level_-0.0,0.7605735704745838,False
3.3278830500195866,-0.1414365440248764,level_-0.0,-0.2984582031187963,False
1.6492585253806964,0.8100212564215014,level_1.0,0.33253957376739335,True
-9.328908181939228,-0.1777167586327025,level_-0.0,-1.0518633111212592,False
-8.803092886934882,-0.49017459163990984,level_-0.5,-0.30035758545818997,False
5.860931380316673,-0.33264609687314306,level_-0.5,-1.00485918072217,False
-2.09354900356493,-0.805537614209314,,-0.5739678594884956,False
1.6293082577761766,1.1657139576152415,level_1.0,0.8824600646748145,True
-2.2994778230138264,-0.8180270163440236,,-0.07661559987583459,False
-1.1825816815998305,-0.8324659794957437,,-0.4619265427856062,False
-5.284651654000195,0.9079416797604636,level_1.0,0.4702932771006492,True
-4.797232115639208,1.0390280570183754,level_1.0,1.1858843435603736,True
1.1315609004836573,1.1002307966516658,level_1.0,0.2970798089668164,True
2.0485209458903135,0.8536917283013988,level_1.0,-0.09483001638238144,True
2.2861696319262554,0.7280914801029955,level_0.5,0.23722309784350845,True
1.251801583113175,0.9812626334552201,level_1.0,1.6499423685220906,True
1.1637211033051542,0.975547329096558,level_1.0,-1.1439898259391013,True
-4.284860231186102,0.8973304482300408,level_1.0,-0.42972486019680683,True
-7.626628123170573,-1.0405740580056637,,0.5809509064602063,False
1.8572660577245417,0.8910978504538972,level_1.0,0.2785671901000464,True
0.9236399614217734,0.9061562906230389,level_1.0,0.6240025253972402,True
-0.6808080334810583,-0.5758967756092919,level_-0.5,-0.09111417450167728,False
-7.471986148489139,-0.941406751612207,,0.13693017921298617,False
-1.083511028047842,-0.9303034322084608,,-0.32065569878631983,False
4.9843915504425595,-1.0454817349581642,,0.4630845363036171,False
0.6678370350548473,0.48404108087562614,level_0.5,-0.7127464133335838,False
7.927401293913878,1.003844844864448,level_1.0,0.12841852289132233,True
6.492311274886021,0.39685983278593195,level_0.5,0.5870612954892381,False
5.502390071462429,-0.5791650150670196,level_-0.5,0.11900273241953699,False
3.303944767529123,-0.2833165458831687,level_-0.5,-0.9818741274975529,False
9.769972396283325,-0.292586257833264,level_-0.5,-0.07325541066592285,False
-1.190961524669955,-0.7995386000232771,,-0.1611721800692056,False
-2.3459737628542037,-0.7915881306208712,,-0.045449832449595065,False
2.8680909302511775,0.24019664011398045,level_0.0,0.04015274366336596,False
1.0368338550026226,1.0769095656812762,level_1.0,0.8453625322037207,True
-2.6943586782106004,-0.44801151230892916,level_-0.5,-2.0826088432427925,False
1.1988865683922316,0.8925308760995341,level_1.0,-0.9140464224603224,True
-6.671417818040978,-0.15340580460614361,level_-0.0,-1.2727735444877373,False
-2.931983868503338,-0.41672572082909287,level_-0.5,-0.03762096891600032,False
-2.0185276496913707,-0.8763229783901116,,-1.293803880877029,False
-1.8438465296793507,-0.9408871759639671,,-0.5887726583823787,False
2.619024881526542,0.5211759053685509,level_0.5,0.10890955863867692,True
-5.950077795025198,0.30887724922863025,level_0.5,0.5531372976489098,False
-11.11658709088484,0.9797969448632387,level_1.0,0.3485942900061926,True
-6.269656987285046,-0.05083715108440666,level_-0.0,-1.9265898801373973,False
6.3265796271653185,0.010899297803729696,level_0.0,1.496440509990107,False
-3.670509447049492,0.5113328721382848,level_0.5,0.049632911841698414,True
-2.016117460154554,-0.9244666091293579,,-0.7859646986084057,False
-0.607372315398114,-0.5982166440862049,level_-0.5,0.6093832162619626,False
2.155804130116195,0.8633098869117034,level_1.0,0.24919123297765522,True
11.46168322433725,-0.8440111511638811,,0.4130498239155563,False
-4.346130229781507,0.9903435183074756,level_1.0,0.06427032014650953,True
-2.765936032816261,-0.4837479886921118,level_-0.5,0.5369089648758198,False
-2.6350667294007293,-0.385869439600996,level_-0.5,-1.2518086980097032,False
8.424049246085488,0.715369210689036,level_0.5,1.257096239965764,True
-6.609398074617443,-0.33488106537441203,level_-0.5,-1.5072868422012013,False
-6.600557684930537,-0.5559171959883559,level_-0.5,-0.007914443336565262,False
3.9881794998617686,-0.663523967984599,level_-0.5,0.6724041191911785,False
-8.685098083916362,-0.8109677769074335,,-0.917801942447696,False
1.3214459838279355,1.0795431518615652,level_1.0,0.1553223520705482,True
7.234924141678164,0.9317378370034386,level_1.0,2.1436348909012457,True
-4.9105639097382054,0.7575120476410693,level_1.0,-0.5618277694377485,True
10.46538438408988,-0.9386270150169184,,-0.20253547771842506,False
-1.5879020319161987,-0.958195644056321,,-0.9621920133230613,False
-5.693477658041316,0.46005091706746015,level_0.5,-0.04788640689217048,False
6.870224363244155,0.5987532004818438,level_0.5,-4.049539251128439,True
-2.543087191021897,-0.6576427327933084,level_-0.5,1.0901310244801592,False
0.14717532467341257,0.1788413429906407,level_0.0,1.770582338019619,False
-1.6509954463245744,-0.885418068691326,,0.10705128661394617,False
-2.507867149709594,-0.6725729844197441,level_-0.5,0.11387397298904464,False
-3.0006560313418684,-0.10172767681521079,level_-0.0,2.212363413872379,False
-3.4194562937494393,0.10404398394285955,level_0.0,2.229228805761073,False
-3.9549368524644484,0.8533065253710029,level_1.0,0.5195734701184671,True
-0.9198842756971057,-0.7337522296992941,level_-0.5,1.4481404843095773,False
3.9691370912513166,-0.6691694184323389,level_-0.5,1.9784804142340582,False
1.7208634531742182,0.8558189804642138,level_1.0,-0.8274404131847021,True
1.7950006159354839,0.9684988295431077,level_1.0,-0.6176552254040315,True
